Asset Manager,Company,Year,Ticker,Meeting Date,Meeting Type,Security ID,# Management Proposals,Proposal,Bucket,Mgt Rec,Vote,TICKER,NAME,CNTRY_OF_DOMICILE
RBC Global Asset management,Gilead Sciences Inc.,2015,GILD,6/5/2015,Annual,375558103,3,Amend Qualified Employee Stock Purchase Plan,COMPANYWIDE_PAY,For,For,GILD US,GILEAD SCIENCES INC,US
RBC Global Asset management,Gilead Sciences Inc.,2015,GILD,6/5/2015,Annual,375558103,4,Advisory Vote to Ratify Named Executive Officers' Compensation,SAY_ON_PAY,For,For,GILD US,GILEAD SCIENCES INC,US
RBC Global Asset management,Gilead Sciences Inc.,2015,GILD,6/5/2015,Annual,375558103,Shareholder proposals,,,,,GILD US,GILEAD SCIENCES INC,US
RBC Global Asset management,Gilead Sciences Inc.,2015,GILD,6/5/2015,Annual,375558103,5,Provide Right to Act by Written Consent,,Against,For,GILD US,GILEAD SCIENCES INC,US
RBC Global Asset management,Gilead Sciences Inc.,2015,GILD,6/5/2015,Annual,375558103,6,Require Independent Board Chairman,INDEPENDANT_CHAIR,Against,For,GILD US,GILEAD SCIENCES INC,US
RBC Global Asset management,Gilead Sciences Inc.,2015,GILD,6/5/2015,Annual,375558103,7,Report on Sustainability,,Against,For,GILD US,GILEAD SCIENCES INC,US
RBC Global Asset management,Gilead Sciences Inc.,2015,GILD,6/5/2015,Annual,375558103,8,Report on Specialty Drug Pricing Risks,,Against,For,GILD US,GILEAD SCIENCES INC,US
RBC Global Asset management,Ceiba Energy Services Inc.,2015,CEB,6/24/2015,Annual/Special,150823102,1,Fix Number of Directors at Six,BOARD_STRUCTURE,For,For,CEB CN,CEIBA ENERGY SERVICES INC,CA
RBC Global Asset management,Ceiba Energy Services Inc.,2015,CEB,6/24/2015,Annual/Special,150823102,2.1,Elect Director Ralph Hesje,DIRECTOR,For,For,CEB CN,CEIBA ENERGY SERVICES INC,CA
RBC Global Asset management,Ceiba Energy Services Inc.,2015,CEB,6/24/2015,Annual/Special,150823102,2.2,Elect Director Marvin Jones,DIRECTOR,For,For,CEB CN,CEIBA ENERGY SERVICES INC,CA
RBC Global Asset management,Ceiba Energy Services Inc.,2015,CEB,6/24/2015,Annual/Special,150823102,2.3,Elect Director Richard Lane,DIRECTOR,For,Withhold,CEB CN,CEIBA ENERGY SERVICES INC,CA
RBC Global Asset management,Ceiba Energy Services Inc.,2015,CEB,6/24/2015,Annual/Special,150823102,2.4,Elect Director Brian Petersen,DIRECTOR,For,Withhold,CEB CN,CEIBA ENERGY SERVICES INC,CA
RBC Global Asset management,Ceiba Energy Services Inc.,2015,CEB,6/24/2015,Annual/Special,150823102,2.5,Elect Director Ronald Sifton,DIRECTOR,For,For,CEB CN,CEIBA ENERGY SERVICES INC,CA
RBC Global Asset management,Ceiba Energy Services Inc.,2015,CEB,6/24/2015,Annual/Special,150823102,2.6,Elect Director Ian Simister,DIRECTOR,For,Withhold,CEB CN,CEIBA ENERGY SERVICES INC,CA
RBC Global Asset management,Ceiba Energy Services Inc.,2015,CEB,6/24/2015,Annual/Special,150823102,3,Approve MNP LLP as Auditors and Authorize Board to Fix Their Remuneration,,For,Withhold,CEB CN,CEIBA ENERGY SERVICES INC,CA
RBC Global Asset management,Ceiba Energy Services Inc.,2015,CEB,6/24/2015,Annual/Special,150823102,4,Re-approve Stock Option Plan,,For,Against,CEB CN,CEIBA ENERGY SERVICES INC,CA
RBC Global Asset management,Ceiba Energy Services Inc.,2015,CEB,6/24/2015,Annual/Special,150823102,5,Approve Share Unit Compensation Plan,,For,Against,CEB CN,CEIBA ENERGY SERVICES INC,CA
RBC Global Asset management,Ikkuma Resources Corp.,2015,IKM,10/6/2015,Annual/Special,45173X103,1,Fix Number of Directors at Five,BOARD_STRUCTURE,For,For,IKM CN,IKKUMA RESOURCES CORP,CA
RBC Global Asset management,Ikkuma Resources Corp.,2015,IKM,10/6/2015,Annual/Special,45173X103,2a,Elect Director Robert J. Dales,DIRECTOR,For,For,IKM CN,IKKUMA RESOURCES CORP,CA
RBC Global Asset management,Ikkuma Resources Corp.,2015,IKM,10/6/2015,Annual/Special,45173X103,2b,Elect Director Tim de Freitas,DIRECTOR,For,For,IKM CN,IKKUMA RESOURCES CORP,CA
RBC Global Asset management,Ikkuma Resources Corp.,2015,IKM,10/6/2015,Annual/Special,45173X103,2c,Elect Director Charle Gamba,DIRECTOR,For,For,IKM CN,IKKUMA RESOURCES CORP,CA
RBC Global Asset management,Ikkuma Resources Corp.,2015,IKM,10/6/2015,Annual/Special,45173X103,2d,Elect Director William C. Guinan,DIRECTOR,For,Withhold,IKM CN,IKKUMA RESOURCES CORP,CA
RBC Global Asset management,Ikkuma Resources Corp.,2015,IKM,10/6/2015,Annual/Special,45173X103,2e,Elect Director Michael Kohut,DIRECTOR,For,For,IKM CN,IKKUMA RESOURCES CORP,CA
RBC Global Asset management,Ikkuma Resources Corp.,2015,IKM,10/6/2015,Annual/Special,45173X103,3,Approve KPMG LLP as Auditors and Authorize Board to Fix Their Remuneration,AUDITOR,For,For,IKM CN,IKKUMA RESOURCES CORP,CA
RBC Global Asset management,Ikkuma Resources Corp.,2015,IKM,10/6/2015,Annual/Special,45173X103,4,Re-approve Stock Option Plan,,For,Against,IKM CN,IKKUMA RESOURCES CORP,CA
RBC Global Asset management,Ikkuma Resources Corp.,2015,IKM,10/6/2015,Annual/Special,45173X103,5,Approve Advance Notice Policy,,For,For,IKM CN,IKKUMA RESOURCES CORP,CA
RBC Global Asset management,Diamondback Energy Inc.,2015,FANG,8/6/2015,Annual,25278X109,1.1,Elect Director Steven E. West,DIRECTOR,For,For,FANG US,DIAMONDBACK ENERGY INC,US
RBC Global Asset management,Diamondback Energy Inc.,2015,FANG,8/6/2015,Annual,25278X109,1.2,Elect Director Travis D. Stice,DIRECTOR,For,For,FANG US,DIAMONDBACK ENERGY INC,US
RBC Global Asset management,Diamondback Energy Inc.,2015,FANG,8/6/2015,Annual,25278X109,1.3,Elect Director Michael P. Cross,DIRECTOR,For,For,FANG US,DIAMONDBACK ENERGY INC,US
RBC Global Asset management,Diamondback Energy Inc.,2015,FANG,8/6/2015,Annual,25278X109,1.4,Elect Director David L. Houston,DIRECTOR,For,For,FANG US,DIAMONDBACK ENERGY INC,US
RBC Global Asset management,Diamondback Energy Inc.,2015,FANG,8/6/2015,Annual,25278X109,1.5,Elect Director Mark L. Plaumann,DIRECTOR,For,For,FANG US,DIAMONDBACK ENERGY INC,US
RBC Global Asset management,Diamondback Energy Inc.,2015,FANG,8/6/2015,Annual,25278X109,2,Advisory Vote to Ratify Named Executive Officers' Compensation,SAY_ON_PAY,For,For,FANG US,DIAMONDBACK ENERGY INC,US
RBC Global Asset management,Diamondback Energy Inc.,2015,FANG,8/6/2015,Annual,25278X109,3,Ratify Grant Thornton LLP as Auditors,AUDITOR,For,For,FANG US,DIAMONDBACK ENERGY INC,US
RBC Global Asset management,Leucrotta Exploration Inc.,2015,LXE,8/6/2015,Annual/Special,52728X208,1,Fix Number of Directors at Seven,BOARD_STRUCTURE,For,For,LXE CN,LEUCROTTA EXPLORATION INC,CA
RBC Global Asset management,Leucrotta Exploration Inc.,2015,LXE,8/6/2015,Annual/Special,52728X208,2.1,Elect Director Robert Zakresky,DIRECTOR,For,For,LXE CN,LEUCROTTA EXPLORATION INC,CA
RBC Global Asset management,Leucrotta Exploration Inc.,2015,LXE,8/6/2015,Annual/Special,52728X208,2.2,Elect Director Donald Cowie,DIRECTOR,For,For,LXE CN,LEUCROTTA EXPLORATION INC,CA
RBC Global Asset management,Leucrotta Exploration Inc.,2015,LXE,8/6/2015,Annual/Special,52728X208,2.3,Elect Director Daryl Gilbert,DIRECTOR,For,For,LXE CN,LEUCROTTA EXPLORATION INC,CA
RBC Global Asset management,Leucrotta Exploration Inc.,2015,LXE,8/6/2015,Annual/Special,52728X208,2.4,Elect Director Brian Krausert,DIRECTOR,For,For,LXE CN,LEUCROTTA EXPLORATION INC,CA
RBC Global Asset management,Leucrotta Exploration Inc.,2015,LXE,8/6/2015,Annual/Special,52728X208,2.5,Elect Director Tom Medvedic,DIRECTOR,For,For,LXE CN,LEUCROTTA EXPLORATION INC,CA
RBC Global Asset management,Leucrotta Exploration Inc.,2015,LXE,8/6/2015,Annual/Special,52728X208,2.6,Elect Director Kelvin Johnston,DIRECTOR,For,For,LXE CN,LEUCROTTA EXPLORATION INC,CA
RBC Global Asset management,Leucrotta Exploration Inc.,2015,LXE,8/6/2015,Annual/Special,52728X208,2.7,Elect Director John Brussa,DIRECTOR,For,For,LXE CN,LEUCROTTA EXPLORATION INC,CA
RBC Global Asset management,Leucrotta Exploration Inc.,2015,LXE,8/6/2015,Annual/Special,52728X208,3,Approve KPMG LLP as Auditors and Authorize Board to Fix Their Remuneration,AUDITOR,For,For,LXE CN,LEUCROTTA EXPLORATION INC,CA
RBC Global Asset management,Leucrotta Exploration Inc.,2015,LXE,8/6/2015,Annual/Special,52728X208,4,Approve Stock Option Plan,,For,Against,LXE CN,LEUCROTTA EXPLORATION INC,CA
RBC Global Asset management,Concho Resources Inc.,2015,CXO,4/6/2015,Annual,20605P101,1.1,Elect Director Steven L. Beal,DIRECTOR,For,For,CXO US,CONCHO RESOURCES INC,US
RBC Global Asset management,Concho Resources Inc.,2015,CXO,4/6/2015,Annual,20605P101,1.2,Elect Director Tucker S. Bridwell,DIRECTOR,For,For,CXO US,CONCHO RESOURCES INC,US
RBC Global Asset management,Concho Resources Inc.,2015,CXO,4/6/2015,Annual,20605P101,1.3,Elect Director Mark B. Puckett,DIRECTOR,For,For,CXO US,CONCHO RESOURCES INC,US
RBC Global Asset management,Concho Resources Inc.,2015,CXO,4/6/2015,Annual,20605P101,2,Ratify Grant Thornton LLP as Auditors,AUDITOR,For,For,CXO US,CONCHO RESOURCES INC,US
RBC Global Asset management,Concho Resources Inc.,2015,CXO,4/6/2015,Annual,20605P101,3,Amend Omnibus Stock Plan,GENERAL_PAY,For,Against,CXO US,CONCHO RESOURCES INC,US
RBC Global Asset management,Concho Resources Inc.,2015,CXO,4/6/2015,Annual,20605P101,4,Advisory Vote to Ratify Named Executive Officers' Compensation,SAY_ON_PAY,For,For,CXO US,CONCHO RESOURCES INC,US
RBC Global Asset management,Rice Energy Inc.,2015,RICE,3/6/2015,Annual,762760106,1.1,Elect Director Daniel J. Rice IV,DIRECTOR,For,For,RICE US,RICE ENERGY INC,US
RBC Global Asset management,Rice Energy Inc.,2015,RICE,3/6/2015,Annual,762760106,1.2,Elect Director James W. Christmas,DIRECTOR,For,Withhold,RICE US,RICE ENERGY INC,US
RBC Global Asset management,Rice Energy Inc.,2015,RICE,3/6/2015,Annual,762760106,2,Approve Executive Incentive Bonus Plan,,For,For,RICE US,RICE ENERGY INC,US
RBC Global Asset management,Rice Energy Inc.,2015,RICE,3/6/2015,Annual,762760106,3,Advisory Vote to Ratify Named Executive Officers' Compensation,SAY_ON_PAY,For,For,RICE US,RICE ENERGY INC,US
RBC Global Asset management,Rice Energy Inc.,2015,RICE,3/6/2015,Annual,762760106,4,Advisory Vote on Say on Pay Frequency,,One Year,One Year,RICE US,RICE ENERGY INC,US
RBC Global Asset management,Rice Energy Inc.,2015,RICE,3/6/2015,Annual,762760106,5,Ratify Ernst & Young LLP as Auditors,AUDITOR,For,For,RICE US,RICE ENERGY INC,US
RBC Global Asset management,Nexgen Energy Ltd.,2015,NXE,5/21/2015,Annual,65340P106,1,Fix Number of Directors at Seven,BOARD_STRUCTURE,For,For,NXE CN,NEXGEN ENERGY LTD,CA
RBC Global Asset management,Nexgen Energy Ltd.,2015,NXE,5/21/2015,Annual,65340P106,2.1,Elect Director Leigh Curyer,DIRECTOR,For,For,NXE CN,NEXGEN ENERGY LTD,CA
RBC Global Asset management,Nexgen Energy Ltd.,2015,NXE,5/21/2015,Annual,65340P106,2.2,Elect Director Chris McFadden,DIRECTOR,For,For,NXE CN,NEXGEN ENERGY LTD,CA
RBC Global Asset management,Nexgen Energy Ltd.,2015,NXE,5/21/2015,Annual,65340P106,2.3,Elect Director Gerald Feldman,DIRECTOR,For,For,NXE CN,NEXGEN ENERGY LTD,CA
RBC Global Asset management,Nexgen Energy Ltd.,2015,NXE,5/21/2015,Annual,65340P106,2.4,Elect Director Trevor Thiele,DIRECTOR,For,For,NXE CN,NEXGEN ENERGY LTD,CA
RBC Global Asset management,Nexgen Energy Ltd.,2015,NXE,5/21/2015,Annual,65340P106,2.5,Elect Director Richard Patricio,DIRECTOR,For,For,NXE CN,NEXGEN ENERGY LTD,CA
RBC Global Asset management,Nexgen Energy Ltd.,2015,NXE,5/21/2015,Annual,65340P106,2.6,Elect Director Craig Parry,DIRECTOR,For,For,NXE CN,NEXGEN ENERGY LTD,CA
RBC Global Asset management,Nexgen Energy Ltd.,2015,NXE,5/21/2015,Annual,65340P106,2.7,Elect Director James Currie,DIRECTOR,For,For,NXE CN,NEXGEN ENERGY LTD,CA
RBC Global Asset management,Nexgen Energy Ltd.,2015,NXE,5/21/2015,Annual,65340P106,3,Approve Davidson & Company LLP as Auditors and Authorize Board to Fix Their Remuneration,,For,For,NXE CN,NEXGEN ENERGY LTD,CA
RBC Global Asset management,Nexgen Energy Ltd.,2015,NXE,5/21/2015,Annual,65340P106,4,Re-approve Stock Option Plan,,For,Against,NXE CN,NEXGEN ENERGY LTD,CA
RBC Global Asset management,Nexgen Energy Ltd.,2015,NXE,5/21/2015,Annual,65340P106,5,Approve Advance Notice Policy,,For,Against,NXE CN,NEXGEN ENERGY LTD,CA
RBC Global Asset management,Nexgen Energy Ltd.,2015,NXE,5/21/2015,Annual,65340P106,6,Other Business,,For,Against,NXE CN,NEXGEN ENERGY LTD,CA
RBC Global Asset management,Pine Cliff Energy Ltd.,2015,PNE,5/20/2015,Annual/Special,722524105,1.1,Elect Director Gary J. Drummond,DIRECTOR,For,For,PNE CN,PINE CLIFF ENERGY LTD,CA
RBC Global Asset management,Pine Cliff Energy Ltd.,2015,PNE,5/20/2015,Annual/Special,722524105,1.2,Elect Director George F. Fink,DIRECTOR,For,Withhold,PNE CN,PINE CLIFF ENERGY LTD,CA
RBC Global Asset management,Pine Cliff Energy Ltd.,2015,PNE,5/20/2015,Annual/Special,722524105,1.3,Elect Director Philip B. Hodge,DIRECTOR,For,Withhold,PNE CN,PINE CLIFF ENERGY LTD,CA
RBC Global Asset management,Pine Cliff Energy Ltd.,2015,PNE,5/20/2015,Annual/Special,722524105,1.4,Elect Director Randy M. Jarock,DIRECTOR,For,Withhold,PNE CN,PINE CLIFF ENERGY LTD,CA
RBC Global Asset management,Pine Cliff Energy Ltd.,2015,PNE,5/20/2015,Annual/Special,722524105,1.5,Elect Director Carl R. Jonsson,DIRECTOR,For,For,PNE CN,PINE CLIFF ENERGY LTD,CA
RBC Global Asset management,Pine Cliff Energy Ltd.,2015,PNE,5/20/2015,Annual/Special,722524105,2,Approve Deloitte LLP as Auditors and Authorize Board to Fix Their Remuneration,AUDITOR,For,For,PNE CN,PINE CLIFF ENERGY LTD,CA
RBC Global Asset management,Pine Cliff Energy Ltd.,2015,PNE,5/20/2015,Annual/Special,722524105,3,Re-approve Stock Option Plan,,For,Against,PNE CN,PINE CLIFF ENERGY LTD,CA
RBC Global Asset management,Pioneer Natural Resources Company,2015,PXD,5/20/2015,Annual,723787107,1.1,Elect Director Edison C. Buchanan,DIRECTOR,For,For,PXD US,PIONEER NATURAL RESOURCES CO,US
RBC Global Asset management,Pioneer Natural Resources Company,2015,PXD,5/20/2015,Annual,723787107,1.2,Elect Director Andrew F. Cates,DIRECTOR,For,For,PXD US,PIONEER NATURAL RESOURCES CO,US
RBC Global Asset management,Pioneer Natural Resources Company,2015,PXD,5/20/2015,Annual,723787107,1.3,Elect Director Timothy L. Dove,DIRECTOR,For,For,PXD US,PIONEER NATURAL RESOURCES CO,US
RBC Global Asset management,Pioneer Natural Resources Company,2015,PXD,5/20/2015,Annual,723787107,1.4,Elect Director Phillip A. Gobe,DIRECTOR,For,For,PXD US,PIONEER NATURAL RESOURCES CO,US
RBC Global Asset management,Pioneer Natural Resources Company,2015,PXD,5/20/2015,Annual,723787107,1.5,Elect Director Larry R. Grillot,DIRECTOR,For,For,PXD US,PIONEER NATURAL RESOURCES CO,US
RBC Global Asset management,Pioneer Natural Resources Company,2015,PXD,5/20/2015,Annual,723787107,1.6,Elect Director Stacy P. Methvin,DIRECTOR,For,For,PXD US,PIONEER NATURAL RESOURCES CO,US
RBC Global Asset management,Pioneer Natural Resources Company,2015,PXD,5/20/2015,Annual,723787107,1.7,Elect Director Royce W. Mitchell,DIRECTOR,For,For,PXD US,PIONEER NATURAL RESOURCES CO,US
RBC Global Asset management,Pioneer Natural Resources Company,2015,PXD,5/20/2015,Annual,723787107,1.8,Elect Director Frank A. Risch,DIRECTOR,For,For,PXD US,PIONEER NATURAL RESOURCES CO,US
RBC Global Asset management,Pioneer Natural Resources Company,2015,PXD,5/20/2015,Annual,723787107,1.9,Elect Director Scott D. Sheffield,DIRECTOR,For,Against,PXD US,PIONEER NATURAL RESOURCES CO,US
RBC Global Asset management,Pioneer Natural Resources Company,2015,PXD,5/20/2015,Annual,723787107,1.1,Elect Director J. Kenneth Thompson,DIRECTOR,For,For,PXD US,PIONEER NATURAL RESOURCES CO,US
RBC Global Asset management,Pioneer Natural Resources Company,2015,PXD,5/20/2015,Annual,723787107,1.11,Elect Director Phoebe A. Wood,DIRECTOR,For,For,PXD US,PIONEER NATURAL RESOURCES CO,US
RBC Global Asset management,Pioneer Natural Resources Company,2015,PXD,5/20/2015,Annual,723787107,2,Ratify Ernst & Young LLP as Auditors,AUDITOR,For,For,PXD US,PIONEER NATURAL RESOURCES CO,US
RBC Global Asset management,Pioneer Natural Resources Company,2015,PXD,5/20/2015,Annual,723787107,3,Advisory Vote to Ratify Named Executive Officers' Compensation,SAY_ON_PAY,For,For,PXD US,PIONEER NATURAL RESOURCES CO,US
RBC Global Asset management,Pioneer Natural Resources Company,2015,PXD,5/20/2015,Annual,723787107,Shareholder proposals,,,,,PXD US,PIONEER NATURAL RESOURCES CO,US
RBC Global Asset management,Pioneer Natural Resources Company,2015,PXD,5/20/2015,Annual,723787107,4,Adopt Proxy Access Right,PROXY_ACCESS,Against,For,PXD US,PIONEER NATURAL RESOURCES CO,US
RBC Global Asset management,Range Resources Corporation,2015,RRC,5/19/2015,Annual,75281A109,1a,Elect Director Anthony V. Dub,DIRECTOR,For,For,RRC US,RANGE RESOURCES CORP,US
RBC Global Asset management,Range Resources Corporation,2015,RRC,5/19/2015,Annual,75281A109,1b,Elect Director V. Richard Eales,DIRECTOR,For,For,RRC US,RANGE RESOURCES CORP,US
RBC Global Asset management,Range Resources Corporation,2015,RRC,5/19/2015,Annual,75281A109,1c,Elect Director Allen Finkelson,DIRECTOR,For,For,RRC US,RANGE RESOURCES CORP,US
RBC Global Asset management,Range Resources Corporation,2015,RRC,5/19/2015,Annual,75281A109,1d,Elect Director James M. Funk,DIRECTOR,For,For,RRC US,RANGE RESOURCES CORP,US
RBC Global Asset management,Range Resources Corporation,2015,RRC,5/19/2015,Annual,75281A109,1e,Elect Director Christopher A. Helms,DIRECTOR,For,For,RRC US,RANGE RESOURCES CORP,US
RBC Global Asset management,Range Resources Corporation,2015,RRC,5/19/2015,Annual,75281A109,1f,Elect Director Jonathan S. Linker,DIRECTOR,For,For,RRC US,RANGE RESOURCES CORP,US
RBC Global Asset management,Range Resources Corporation,2015,RRC,5/19/2015,Annual,75281A109,1g,Elect Director Mary Ralph Lowe,DIRECTOR,For,For,RRC US,RANGE RESOURCES CORP,US
RBC Global Asset management,Range Resources Corporation,2015,RRC,5/19/2015,Annual,75281A109,1h,Elect Director Kevin S. McCarthy,DIRECTOR,For,For,RRC US,RANGE RESOURCES CORP,US
RBC Global Asset management,Range Resources Corporation,2015,RRC,5/19/2015,Annual,75281A109,1i,Elect Director John H. Pinkerton,DIRECTOR,For,For,RRC US,RANGE RESOURCES CORP,US
RBC Global Asset management,Range Resources Corporation,2015,RRC,5/19/2015,Annual,75281A109,1j,Elect Director Jeffrey L. Ventura,DIRECTOR,For,For,RRC US,RANGE RESOURCES CORP,US
RBC Global Asset management,Range Resources Corporation,2015,RRC,5/19/2015,Annual,75281A109,2,Advisory Vote to Ratify Named Executive Officers' Compensation,SAY_ON_PAY,For,For,RRC US,RANGE RESOURCES CORP,US
RBC Global Asset management,Range Resources Corporation,2015,RRC,5/19/2015,Annual,75281A109,3,Ratify Ernst & Young LLP as Auditors,AUDITOR,For,For,RRC US,RANGE RESOURCES CORP,US
RBC Global Asset management,Range Resources Corporation,2015,RRC,5/19/2015,Annual,75281A109,Shareholder proposals,,,,,RRC US,RANGE RESOURCES CORP,US
RBC Global Asset management,Range Resources Corporation,2015,RRC,5/19/2015,Annual,75281A109,4,Proxy Access,PROXY_ACCESS,Against,For,RRC US,RANGE RESOURCES CORP,US
RBC Global Asset management,North American Energy Partners Inc.,2015,NOA,5/13/2015,Annual/Special,656844107,1.1,Elect Director Martin R. Ferron,DIRECTOR,For,For,NOA CN,NORTH AMERICAN ENERGY PARTNE,CA
RBC Global Asset management,North American Energy Partners Inc.,2015,NOA,5/13/2015,Annual/Special,656844107,1.2,Elect Director Ronald A. McIntosh,DIRECTOR,For,For,NOA CN,NORTH AMERICAN ENERGY PARTNE,CA
RBC Global Asset management,North American Energy Partners Inc.,2015,NOA,5/13/2015,Annual/Special,656844107,1.3,Elect Director William C. Oehmig,DIRECTOR,For,For,NOA CN,NORTH AMERICAN ENERGY PARTNE,CA
RBC Global Asset management,North American Energy Partners Inc.,2015,NOA,5/13/2015,Annual/Special,656844107,1.4,Elect Director Allen R. Sello,DIRECTOR,For,For,NOA CN,NORTH AMERICAN ENERGY PARTNE,CA
RBC Global Asset management,North American Energy Partners Inc.,2015,NOA,5/13/2015,Annual/Special,656844107,1.5,Elect Director Jay W. Thornton,DIRECTOR,For,For,NOA CN,NORTH AMERICAN ENERGY PARTNE,CA
RBC Global Asset management,North American Energy Partners Inc.,2015,NOA,5/13/2015,Annual/Special,656844107,1.6,Elect Director K. Rick Turner,DIRECTOR,For,For,NOA CN,NORTH AMERICAN ENERGY PARTNE,CA
RBC Global Asset management,North American Energy Partners Inc.,2015,NOA,5/13/2015,Annual/Special,656844107,1.7,Elect Director Bryan Pinney,DIRECTOR,For,For,NOA CN,NORTH AMERICAN ENERGY PARTNE,CA
RBC Global Asset management,North American Energy Partners Inc.,2015,NOA,5/13/2015,Annual/Special,656844107,2,Approve KPMG LLP as Auditors and Authorize Board to Fix Their Remuneration,AUDITOR,For,For,NOA CN,NORTH AMERICAN ENERGY PARTNE,CA
RBC Global Asset management,North American Energy Partners Inc.,2015,NOA,5/13/2015,Annual/Special,656844107,3,Re-approve Share Option Plan,,For,Against,NOA CN,NORTH AMERICAN ENERGY PARTNE,CA
RBC Global Asset management,Oryx Petroleum Corporation Limited,2015,OXC,5/13/2015,Annual,68764K108,1.1,Elect Director Richard Alexander,DIRECTOR,For,For,OXC CN,ORYX PETROLEUM CORP LTD,CA
RBC Global Asset management,Oryx Petroleum Corporation Limited,2015,OXC,5/13/2015,Annual,68764K108,1.2,Elect Director David Codd,DIRECTOR,For,Withhold,OXC CN,ORYX PETROLEUM CORP LTD,CA
RBC Global Asset management,Oryx Petroleum Corporation Limited,2015,OXC,5/13/2015,Annual,68764K108,1.3,Elect Director Michel Contie,DIRECTOR,For,For,OXC CN,ORYX PETROLEUM CORP LTD,CA
RBC Global Asset management,Oryx Petroleum Corporation Limited,2015,OXC,5/13/2015,Annual,68764K108,1.4,Elect Director Michael Ebsary,DIRECTOR,For,For,OXC CN,ORYX PETROLEUM CORP LTD,CA
RBC Global Asset management,Oryx Petroleum Corporation Limited,2015,OXC,5/13/2015,Annual,68764K108,1.5,Elect Director Jean-Claude Gandur,DIRECTOR,For,Withhold,OXC CN,ORYX PETROLEUM CORP LTD,CA
RBC Global Asset management,Oryx Petroleum Corporation Limited,2015,OXC,5/13/2015,Annual,68764K108,1.6,Elect Director Evan Hazell,DIRECTOR,For,For,OXC CN,ORYX PETROLEUM CORP LTD,CA
RBC Global Asset management,Oryx Petroleum Corporation Limited,2015,OXC,5/13/2015,Annual,68764K108,1.7,Elect Director Gerald Macey,DIRECTOR,For,For,OXC CN,ORYX PETROLEUM CORP LTD,CA
RBC Global Asset management,Oryx Petroleum Corporation Limited,2015,OXC,5/13/2015,Annual,68764K108,1.8,Elect Director Peter Newman,DIRECTOR,For,For,OXC CN,ORYX PETROLEUM CORP LTD,CA
RBC Global Asset management,Oryx Petroleum Corporation Limited,2015,OXC,5/13/2015,Annual,68764K108,2,Approve Deloitte S.A. as Auditors and Authorize Board to Fix Their Remuneration,AUDITOR,For,For,OXC CN,ORYX PETROLEUM CORP LTD,CA
RBC Global Asset management,Oryx Petroleum Corporation Limited,2015,OXC,5/13/2015,Annual,68764K108,3,Amend By-laws,,For,Against,OXC CN,ORYX PETROLEUM CORP LTD,CA
RBC Global Asset management,Oryx Petroleum Corporation Limited,2015,OXC,5/13/2015,Annual,68764K108,4,Amend Restricted Stock Plan,,For,Against,OXC CN,ORYX PETROLEUM CORP LTD,CA
RBC Global Asset management,Anadarko Petroleum Corporation,2015,APC,12/5/2015,Annual,32511107,1.1a,Elect Director Anthony R. Chase,DIRECTOR,For,For,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security
RBC Global Asset management,Anadarko Petroleum Corporation,2015,APC,12/5/2015,Annual,32511107,1.1b,Elect Director Kevin P. Chilton,DIRECTOR,For,For,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security
RBC Global Asset management,Anadarko Petroleum Corporation,2015,APC,12/5/2015,Annual,32511107,1.1c,Elect Director H. Paulett Eberhart,DIRECTOR,For,For,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security
RBC Global Asset management,Anadarko Petroleum Corporation,2015,APC,12/5/2015,Annual,32511107,1.1d,Elect Director Peter J. Fluor,DIRECTOR,For,For,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security
RBC Global Asset management,Anadarko Petroleum Corporation,2015,APC,12/5/2015,Annual,32511107,1.1e,Elect Director Richard L. George,DIRECTOR,For,For,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security
RBC Global Asset management,Anadarko Petroleum Corporation,2015,APC,12/5/2015,Annual,32511107,1.1f,Elect Director Joseph W. Gorder,DIRECTOR,For,For,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security
RBC Global Asset management,Anadarko Petroleum Corporation,2015,APC,12/5/2015,Annual,32511107,1.1g,Elect Director John R. Gordon,DIRECTOR,For,For,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security
RBC Global Asset management,Anadarko Petroleum Corporation,2015,APC,12/5/2015,Annual,32511107,1.1h,Elect Director Mark C. McKinley,DIRECTOR,For,For,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security
RBC Global Asset management,Anadarko Petroleum Corporation,2015,APC,12/5/2015,Annual,32511107,1.1i,Elect Director Eric D. Mullins,DIRECTOR,For,For,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security
RBC Global Asset management,Anadarko Petroleum Corporation,2015,APC,12/5/2015,Annual,32511107,1.1j,Elect Director R. A. Walker,DIRECTOR,For,For,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security
RBC Global Asset management,Anadarko Petroleum Corporation,2015,APC,12/5/2015,Annual,32511107,2,Ratify KPMG LLP as Auditors,AUDITOR,For,For,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security
